drive_file_id	total_chars	total_parts	project	type	year	filename
1HGnqcrAvgFajb-WjPb25VGhlzbWOUk_TGEgIMRN-FYc	4090	5	тов-стар-світ-юа-логістика	Загальна	2024	Протокол зустрічі 2024-02-12. Документи для обміну, Номенклатура.docx
1DefdHCqCiOaIns1XepI5YTsCeguUk45F5MXiDQxWhwE	4075	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 27.05.2025.docx
1upd4i3Wq7AMd5G4VNSMwAwvE4bGI1JB37b41bQJUNR4	4026	5	пп-геральдика	Установча	0	Протокол установчої зустрічі.docx
1GgMmHE7r7cLgjLRFeVTwsWuo7gIqNhk2kLtA8D2-EyQ	4019	4	bixter-work	Статусна	2025	Протокол статусної зустрічі 23.10.2025.docx
1gt-DCYi57V0lhCM0W_X3lfz1FTTQfKkYqWDYiMsKF3s	4016	4	олімпіус-консалт	Збір вимог	2025	Протокол Зустрічі по збору вимог 07.07.2025.docx
1D25yQ1XswlaPNnUJC3bETd3RK5EFfECxXB5b8WXiekE	3985	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1lFT4a_HMcW_J0ix_DEU1gHAgg7eYPYUCVltcGcS0OIM	3968	6	тов-стар-світ-юа-логістика	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1ncxvQldWf9r-FxsOCK_jvbwLeqKnlLjFS5Fj37GEtcs	3956	4	ярослав	Статусна	2025	Протокол статусної зустрічі 12.03.2025.docx
1FvBa1VmRQ4OVF2xVTAxM1uzTaTaBRqxaFGxKVBRgxLw	3940	6	2-архів	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1boaidZxzADB2qPo5zUbZWNiDToYFbYHGAXagmJpkSfU	3913	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1W4Lc03WNsm4tDBaoJQd4tqLVtX-PkfHVpSs4R9k1bxM	3910	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 01.07.2025.docx
1UxKbB4IyMablcrVF8TB3k1GQl-3-SI-4lLQ1MndyX90	3910	5	wiy-drones	Статусна	2026	Протокол статусної зустрічі 04.06.2026.docx
1hVD9LbRnIJtGL-rQlbJw3kK_-6DuCejZVEmtFFLUSw4	3907	7	тов-стар-світ-юа-логістика	Статусна	2023	Статусна зустріч 2023-12-13 Протокол .docx
1xhtx-MS74NPH8TOCenQCxWvfmIjqEHm8Wn0sC7_BAU4	3894	5	хайтек-енергія	Статусна	2026	Протокол Статусної зустрічі від 02-06-2026.docx
1JA7thSmiwGR5zyMc9WD_ZVglQlLKjWEzejN9lMWFZMw	3879	6	2-архів	Збір вимог	0	Get-IT Протокол обстеження (проведення інтерв_ю).docx
1BmTLIozrNSyuI80vnDlsKcO6KN_ZQ4r3tcW-pCmTCvc	3875	6	eurozamok	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1MJrnJR1O2sIdsQ4hqDopA89Xz4VZW2YmAU9onlT49GQ	3873	4	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 18.06.2025.docx
1j0h2YnTBPDddpymKcfUpSFgUqu-POZOsA1YrwU68b-c	3872	6	медікус	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
17Z4phsNo_IPjorCZPLAW6L2Sq4avH6dc7LM01fkpljo	3871	6	тов-стар-світ-юа-логістика	Загальна	0	Протокол зустрічі. CRM, Продажі.docx
1MfdXW9FoMNER2uSR4CmSuFKcvgXicJMMe0DjAXAoFs0	3871	5	тов-стар-світ-юа-логістика	Загальна	0	Протокол зустрічі. Продажі, Купівлі.docx
1I8v2ePaKEhADve8o8lww54vVmBC6P1U95Gg5MsKeB_g	3870	6	rse-s-r-o-чехія	Установча	0	Протокол (установча зустріч).docx
1rjndau8koPYhmQf9aXf0qh-5vT-ZpJawiBSdk155jec	3867	6	тов-віп-принт	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1bqvRP39e44f2vObiheccUH2ylhE1AV30zxk23Ma2eYk	3866	6	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1FdAT8Uep0fmod9f33aYktViezC_RlkeFG7HYhOwfCpM	3866	6	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1umQDwa-q7_EkpCvPKnJnD7hJCZgDF6LN2a1fS8qJriU	3866	6	2-архів	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
16XKWl9tccXde46UH0Vnu8dUHepmupbDTJ5DH0X4D4KE	3866	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
13A4kg4hjRGzpXIRLUV3c-DrWKCk19puGVspKuurobsQ	3866	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1KFSJ31B8S8ltVlEMISYedXx2nC5xoOAPuuOxor37IbM	3866	6	авг-білдінг	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1SrUwLtaPj0PfwEgaZ2Y5NALM3F1B0Cvm5NVED93HvUg	3866	6	пп-геральдика	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1mdkg7HxJAmmzgGnE59H5LiT5PjId4XjxlLzd4ozr7hU	3866	6	2-архів	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1P3l-DPyB9lvVqub0fzBT7_avlepSXFQB8luXZYFFcHk	3866	6	k-export	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
18Vfy1eyO39chQ0gDzo-RB87G6k008eCyiAwHDlcHuWA	3866	6	metal-shop	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1ekZpp7Gyqi1gCMBPLQxLfQz_R5YJ69zJI2Q6kL9_3sc	3860	6	2-архів	Збір вимог	0	Шаблон Протокол обстеження для ESKA Capital.docx
1lCdejhwmFgDu4lG8S5kfCdXRtVW7NcfXQAtdcNjnkVg	3854	6	universalna	Статусна	2024	Протокол статусної зустрічі 03.06.2024.docx
1C1g9MMF6Bcr5CgXiLjoL54CnK8lRw-7p	3852	5	eurozamok	Статусна	2024	Протокол статусної зустрічі від 11.10.24.docx
1acNTm4ywE-JliQgPvhf8EA7UHCPB85HYxWFTBHxtYb0	3850	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
12DiqVZErTsapA4nxCZ-DtJ97WN_qb7qx3-2gB6PeqP0	3840	6	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1Wwung--dBqjs5uSxKiu0oK0PFGODnnAo_XithaTaXcA	3798	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 22.07.2025.docx
1h6n9paqhXlbP-2fHGIqtYBJTE4Z_Tyo4Dg0HVudmWqg	3793	4	yodezeen	Статусна	2025	Протокол статусна зустріч 20.06.2025.docx
1sO_C6hOvof4jES7WWmIgQJfbjXJyGuGV3CQhcJufL6c	3784	6	elfa-group	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1-i1NAtoSSVWLw7ivIkwlnLPRkAwcnBgycvkawxC9KqE	3777	4	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 16.06.2025.docx
1LBcHgWe4QiU0l9ZtE-mDVeE43psfg6zrB9F5MmhbHXY	3775	4	львівські-круасани	Статусна	2026	Протокол Статусної зустрічі 06.01.2026.docx
1IMazCOPjWd-39h6sHXjbnFJCzavWq9djN7oTPEpVYus	3762	6	тов-2021-солюшинс	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
18UcC3J3c4h_3dKReSeFa_ongVrkjiQEiK3--300CuIE	3733	5	2-архів	Загальна	2024	30.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
1ATfhgg4yZ1jiLYwos8_9n1vEK3uU6srbXuQtuA7INdA	3727	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1o0I4PRLS3cxj5xI5CbpAZGitC1yQHuj4	3719	5	youcontrol	Збір вимог	2026	Протокол обстеження (проведення інтервью) Статусна зустріч 21-05-2026.docx
1uq72I3MOEA3aRtNP4RzqFlnN0PTOilGIL2pGfOQ_5NA	3714	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 02.09.2025.docx
1zoZeC3WPeDEEZTvWqqkt_ZkIP2wIbxhk3ZkwsAQjNHY	3708	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 19.09.docx
1dkcWs6T6HyPUaukk4q8lx9lq8WYNamrTlRpWOTOZmMA	3702	4	трител	Збір вимог	0	Протокол обстеження №4 – Трител.docx
19VREpRgzH4A_ie7n_4AE0fzSHpxOTrRyL14IZ_YvXo8	3701	5	metal-shop	Збір вимог	2024	Протокол зустрічі (проведення інтерв'ю) 16.04.24.docx
1Pf9fhYmkQES55I5CGYbS-PQ64MUTeVKDDR3J83Cuv3o	3700	5	медікус	Статусна	2025	Протокол статусної зустрічі 13.03.2025.docx
1PShE911I7Si0b8JGT8VK8SBVnLEUsCK5iKOT3NAn654	3695	6	пп-геральдика	Загальна	0	Протокол зустрічі.docx
1IP4AFHgB4HLH8ZSAuxOOl8Bxe10Az7PXoyJtHM4tGVE	3686	6	rse-s-r-o-чехія	Загальна	0	Протокол Інвентаризація & складські звіти.docx
1-IBVQ0LY4soK9jYpgQpmuZyAwvxS0LN_Do6Tss4_H78	3669	5	олімпіус-консалт	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 21.05.docx
1fH1l5X2hICNnqN62PyMZkteWIT1S6ulM-Z4wjbl16gE	3657	5	universalna	Збір вимог	2024	Протокол обстеження за 02.12.2024.docx
1QMn9nT3SGRkrC5wxnSqQAaxyHz2iMJ0ZBjpOXllaNEU	3654	6	1-проекти-на-передпродажу	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1dIboR3J-wZKin4giFqG4rHCNMVMd5LcHSWwNVRjWmZM	3654	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв_ю).docx
1WHWJr3iix0DrRBTWyznVgqF-R3hxYWnZPULkdUNMkhg	3654	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв_ю).docx
1Gro76XX9Lx9QSMnW0aBbDXqRTLo7Wf5PWM6a2GDIqg8	3654	6	lux-site	Збір вимог	0	Протокол обстеження (проведення інтерв_ю).docx
1ACsv1BZE9k13-BgViDrkRxVwVauhzYqEqopxxTQw9go	3654	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) шаблон.docx
17nGqz3XmixUgsoP9zl341dHB9n5oaz-z	3654	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв_ю) шаблон.docx
1wIyhXwkC71wxtZvirCQlVsOaeQEd1DKRE1XTzWw3tCk	3639	6	2-архів	Збір вимог	0	Копия Протокол обстеження (проведення інтерв'ю).docx
1DUnveHTzw_P_BqI_g2nUwdcmL02cRgfhtHnjQvWB_jg	3632	6	пп-геральдика	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
10p7wBQ_R-uCcnH_6XPVMmubysoF5OMWTYRafZU8lNLU	3630	4	revolution	Загальна	0	Протокол зустрічі 05.05. Тема Як працює маркетинг.docx
13LDjMW8xTAKAxS6E3OTgKypoYuhIS36CCi4oJOCPfVw	3629	4	yodezeen	Статусна	2025	Протокол статусна зустріч 18.06.2025.docx
1873Q0d4Gz8sRHqYG5eVOFzoMfDV6Asoe	3628	4	олімпіус-консалт	Статусна	0	Протокол статусної зустрічі 28.08 .docx
1M9prIjUzrsoKhKh6CZymR4PkdoMKGeTh	3623	4	lftx	Збір вимог	2025	Протокол обстеження LFTX (Фін.і под.звітність 08.08.25).docx
1zE5H3Y5vXiUB8en5JE72XTt9SkxXKWW5uh-P0mFFdAc	3604	4	медікус	Установча	2025	Протокол установчої зустрічі 06.03.2025.docx
18ZN6_AyXS9FIoFPFSmEougJFMXOvoBJu9-8NXOUrhz8	3581	4	олімпіус-консалт	Збір вимог	2025	Протокол Збір вимог 24.06.2025.docx
1qEiCnd-KUf94F6WU65Bj8TLooSNQNIo3Ti3qPoUkSeo	3578	3	universalna	Загальна	2025	Протокол 10.03.2025.docx
1hdf4fr5sDb9s4qh2km8wTsOyx1yE2hoxUXNQ8GELRb0	3573	5	2-архів	Загальна	2024	21.05.2024 ПРОТОКОЛ ОБСЛЕДОВАНИЯ (ПРОВЕДЕНИЕ ИНТЕРВЬЮ).docx
1WIa8M-KG-YBXVy15VHurx3uhz-sRLoYszIvEX1xNc9Y	3569	6	ets-group	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1DQXtcjAIq7a_JroNfNjUV0QZts7uIrZ8FOJEX9Uco0w	3561	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 26.08.2025.docx
1i0TW9w3dOM95aOgYuLVA_wB70jlz6URtBv1GHmzAxj4	3559	4	львівські-круасани	Статусна	2026	Протокол Статусної зустрічі 03.02.2026.docx
1TeaDLoyHofHfgdPa18JyyqYf8u6FXC77wa5FbUkgEk0	3557	6	бріолекс	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
10uzVzrk_ULCkcOn2qA_2PbYvj69r4LwwPQJhw8LC1LM	3552	6	revolution	Збір вимог	0	Revolution Протокол обстеження (проведення інтерв'ю).docx
1M9wDXSixDDQHj3xDvZurpQ0Hzd4-x6mzZY_oknmRXSE	3552	6	2-архів	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
15qy7_4z1Wc_kTQGQePSqCtE0n_oEKjcB1GeMmvyouVI	3552	6	хайтек-енергія	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
1VyX7WahMQqImi22mRjBvl8fV8C-XFRskL-_eYunxkSM	3552	6	alex-villas	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1byIsfaYoqlUdehj4NxyIy1d2mRwGDPt_ZoXcr22Iego	3552	6	elko-group	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1ACi7E3pDzIXJcVohfIIp0oEZQFdJ8Af_nzPRfYdAiEk	3552	6	він-він-трейд	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1IGBZ-1dXLeijiF-w5Kfve_qFsrhVHo2s1WoTJarXiSQ	3552	6	peran-food	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1rSJlRocwLDWhFu5Kix0KtlRCU_vgNITeYFAR5NDcvYI	3552	6	yodezeen	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1izfYNlqCkemjYaNGO7SOULGxfrcn6TZyD5D9PamvFa0	3552	6	енергобезпека-груп	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1OyhImAKKwcN0g3vn4R5xKuc2Zh1TZczd93iCbdS0VVc	3552	6	wiy-drones	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1qilX02MKC9pF2-iDu5vLG8ItNz8C6on-Otjn1Z01VbM	3552	6	consolidator-llc	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1YruLzWjaN4cylSqKeeikdnzOYmvcE960XH-4-NCyfdg	3552	6	kompas-touroperator	Загальна	0	Шаблон Протокол об Иследовании (проведение интервью).docx
1PPneh75bJldcvGQgkOwe9lZntxSomP9v7ka6DmSp39E	3552	6	youcontrol	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1ynSeOCFQfWoKBMUWAEunBL0vG9V_vnWSnb2Ka0y4KW0	3552	6	spacefood-ua	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1cRermx8pQfJXaKKFPQNfPU_g3gk7YRTXhpKaoHEsoSs	3552	6	mai-travel	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1zYLhqhMIKyKJeXyZAsE2miKmJNhd0-7XdtL1I2svuQE	3552	6	ultrahorizont	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1v4nDxn0t6D27kAnez3OeUjG-pXivdA9H6MtTAcxdgvg	3552	6	solarsk	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1Gq0kY-eY0AIokmJlTP7s_DUMhV7f6Rb-MCaKUA9eutE	3552	6	ветеранський-корпус	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1gYIVVJGqZUuPIVtCpbdfiJZjOzBI8vFqq_0ghi2dt7M	3552	6	diason	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1R2iq3IhCztNibiqGijE0A56nyw_SBH7py9nfmWHaZcU	3552	6	fabiosa-media	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1W40PeGJL7wDJM5h2klX6C5IxF_xzeq94ZegFBurQ0WA	3552	6	ельфа-лабораторія	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1UYkbXK0xBLAacIt9PgUi9jsZj9-rVSyxoXNaDQAMp3Y	3552	6	атк	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1dTrUrDhabquAQswMUPJEqAuUi7kGVOfaU7fQJh_fEwk	3552	6	rse-s-r-o-чехія	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
14LkihiIYPgXG346S5zcckfHB__ys2BXxXOvGKxW39Mg	3552	6	supplychains-limited	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1zaoSTB7b9BZfAjhrvQDeAK7d6e2jtWlQDAv0H-jb2yE	3552	6	українські-інтелектуальні-системи-uis-_впровадження-odoo	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1sVzuiX--BS54czEWp-UUuxpjeuzWxUuV	3552	6	bixter-work	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1c1FV5BNpjkBHDcjbbE09BFpK8gL_7uzC	3552	6	trendformer	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв_ю).docx
14-eHl48ofnHzUltLAewE3AbfwZbJGrvG	3552	6	бойові-птахи-україни-тов-warbirds	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв_ю).docx
1DUGIOXoE50hm26KU1j_golzm945LmH9p	3552	6	pilab	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв_ю).docx
14cqe9wSa3lOxtyk1yNYIbFnKWgx8KL37	3552	6	iconic	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв_ю).docx
1MesGh0ksNJDQFV_eHHWH52adt9Rz4zCu	3550	5	ярослав	Загальна	2025	ПП _Ярослав_ Протокол зустрічі 2025-03-20.docx
1qib9n6DDA3rhbIbT6FmWYIOv9rG4Y_Vb	3550	6	atmosfera	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв_ю).docx
1dOveQtatKkIZCjTpKklQtZUT7t-ZiCiHj4R7qm6-Xak	3547	6	трител	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю) – Трител.docx
1TgThUc2zqjYOEedBVjtlvzmcIN2CmmnZItqizqu5YpM	3546	5	строй-тек-фасад-майстер	Збір вимог	2025	15.05.2025 Протокол (проведення інтерв'ю).docx
1mpMdx3eASb2DdRqh3B-Pwo4Vql0qnRsx	3546	6	смарт-блок	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1cF5V8Rv0SN9p_bmuLCNn8IK6EH5RcvMwT0B--gZIyTQ	3545	6	ярослав	Збір вимог	0	ПП "Ярослав" Протокол обстеження (проведення інтерв'ю).docx
1D0wj5obIvqXd9mriFFvwGpR29Klbd5Q2NWAjhH9QBqI	3545	6	edelweis-sservice	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1SpqozKLRxpPCEQT84POMzWX7t-mmemAWuoU-f2UNf1s	3545	6	олімпіус-консалт	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1fN92j9BkEO3r034lHUKfIoIFYgfFgUcU	3542	6	road-style	Збір вимог	2025	Протокол зустрічі від 25.02.2025 (проведення інтерв'ю).docx
1x2eROpCRPKwAiN-Gw5yKgEZAGoFuLHyr	3537	6	iqosa	Збір вимог	0	IQOSA Протокол обстеження (проведення інтерв_ю).docx
1tdwxr6xhbVqpi8OU6EPVp3751wqRjfmQwdTHtN_Ey3s	3537	6	демз	Збір вимог	0	Копия Шаблон Протокол обстеження (проведення інтерв'ю).docx
1MxM1d61v9WveuSPuB1aJRMwqO7LveFbXkYQ9e5Uxnfk	3536	6	строй-тек-фасад-майстер	Збір вимог	0	Фасад Майстер Протокол обстеження (проведення інтерв'ю).docx
1RtYVSjKsOQesMEmukgmxDppjJLojgWX2wlF-pULcOuk	3535	6	vav-synergy	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
10H21npujwWUjI85fIjqLWbkpa8opEadU8v5lIZ60vpM	3535	6	агро-технік	Збір вимог	0	Шаблон Протокол обстеження (проведення інтерв'ю).docx
1TrmNnmlEQNdrUuhoyj8v9mFLktDvb4jB	3533	6	pilab	Установча	2026	2026-02-16 -- Протокол установчої зустрічі.docx
1lUnLkjMzp6wj0JX1_UP3o1e-P8RKa6Hg4h2DD1FOzRI	3533	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1uNOUFJ7hLTuby8Ms4kMoGMSU-ZYAk8FM	3532	6	diason	Статусна	2026	2026-05-18 -- Протокол зустрічі. Статусна зустріч.docx
1hXYNzAGHugjMLMumJ0ISgFQgzcgOWZkqjBVvronM2tU	3524	4	медікус	Загальна	2025	Протокол зустрічі 06.05.2025.docx
10j0hBFzCAvyPiUBQX5v5iAHXmjf48u9G0Rs3nXQvBTk	3521	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 03.06.2025.docx
1x8cPT0KMfzVZ0bThvumjEXEzkuBUNDn0_fBctTZAhCs	3509	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1lravlUTA8Y8T2WeIS9a-jJQ9wrIQN2sK	3496	9	смарт-блок	Загальна	2025	Протокол 20.01.2025.docx
1p9meIVmkElaKpeCSQH52fvAHSVmy8wrh	3493	3	медікус	Демонстрація	2024	Протокол зустрічі демонстрація функціоналу системи, лгогістика, тендерний відділ 28.11.2024.docx
1S7NpCctqHAR_jK049NbyU5PqyVUtV-1C	3492	5	eurozamok	Демонстрація	2024	Протокол зустрічі - обговорення та демонстрація функціональності системи 02.12.2024.docx
1O13wObhv9A8Stq1FtzqGTKEO6q_JcFcEPvHOaVrr64Q	3479	5	consolidator-llc	Загальна	0	Протокол зустрічі.docx
19RsTHMhmaXW_I6iy_5IqHrML4XLNATYHgUDsxuTfiV0	3478	4	строй-тек-фасад-майстер	Загальна	2025	21.05.2025. Протокол.docx
1qpqUm8JlnE4E656gwPDHwQ5yvR_i-qyA	3473	4	тов-віп-принт	Статусна	2025	Протокол статусної зустрічі 15.01.2025.docx
1GlhFmWgim_L11Akc9aaciitpYXzz4p56YpwDymEb53s	3463	5	тов-віп-принт	Збір вимог	2023	1.Протокол обстеження (проведення інтерв'ю)_10.10.23.docx
1pV_9-ijazK_m6-6akz7DhWlklCmJeQL7	3462	5	медікус	Демонстрація	2024	Протокол зустрічі демонстрація функціоналу системи для відділу по роботі з клієнтами 27.11.2024.docx
1utZYXDFOTz7vNQpBm2-3Lb-wM9RMBlEvWFsQ0fQ25Gw	3461	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 22.09.2025.docx
1avRaJYRNAj9qVJzNpx3gYi7paBlIp-S-0rp0kv-NAOs	3453	5	медікус	Статусна	2025	Протокол статусної зустрічі 09.04.2025.docx
1v-UHfLZNVQB6TuW13IFSj9pVsaiTh7Xw	3448	5	consolidator-llc	Загальна	2025	Протокол зустрічі_2025_04_07.docx
15SechOsISqrwoY3bagSNhbNpDCdo1CTY	3447	5	youcontrol	Статусна	2026	Протокол Статусна зустріч 02-06-2026.docx
1lph57veiBozYYVdok_1LzpV8Zz-p5RVb	3440	6	diason	Загальна	2026	2026-04-21 -- Протокол зустрічі.  Фінальний звіт по фазі  Discovery.docx
1C03NObhsy0iEtibbwHBDlueLZNN9LZYGmh6XhMjBSL4	3437	5	diason	Збір вимог	2026	2026-03-13. Протокол зустрічі. Збір вимог. Склад сировини та напівфабрикатів.docx
1UAwDgQcJHBUJGNtFZ5U26u6xMnBXZkNZQ5D0LfnPx54	3432	5	esper-bionics	Статусна	2024	Esper Bionics Статусна зустріч 21-06-2024. Протокол.docx
1O5qHRpgOp663SxFOVAaDM5mKX21eZk2TNWzfRXu8bfo	3422	5	2-архів	Збір вимог	2024	ПРОТОКОЛ ОБСТЕЖЕННЯ 18.06.24.docx
10UoRkPm-qWddBQHyl5OH7Cl3e1V4ql-o	3421	4	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 04.12.docx
1dCpgYAv5hq7sOXrhqZHEVjRw4qP_yNCk	3418	5	eurozamok	Статусна	2024	Протокол статусної зустрічі від 27.12.24.docx
1YxGYcAeNxCe1dGwnHKUn6dFOotsiZhmx	3383	5	медікус	Демонстрація	2024	Протокол зустрічі демонстрація базового функціоналу 14.11.2024.docx
18imwhbsaKHlxedRyMrLOYJ01AsOumR0hs_Oo_uTOsjg	3379	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1YPFGdPCtTDW4MLo4pNOqzo7RocgVFBl0rwUflNB9wC8	3367	4	2-архів	Збір вимог	2023	Протокол обстеження (проведення інтерв'ю)_27.10.23.docx
1b_qqvDd5mb5iSJosMaMJFUOn7fZcQ-Ok	3367	5	eurozamok	Статусна	2025	Протокол статусної зустрічі від 14.01.2025.docx
1lGFXbMjjRQYPLP-2h-HBmQCbHCNOE3dqWaw_rFpG95A	3362	5	2-архів	Демонстрація	2024	2024-02-02. Протокол встречи. Демонстрация моделирования (Закупки, продажи, счета, оплаты, валюты, бухучет).docx
1Zx7E9SLjbRUxYcPioR6UZGz-uIMxs_LjEOwC0LcS_yM	3341	5	2-архів	Збір вимог	2024	Протокол зустрічі (проведення інтерв'ю) 11.11.24".docx
1XW7Nl1OHHzL2mxzuK1RxEXYzo9kJPctM78TyTB9Sxyc	3338	4	lux-site	Загальна	2024	01.02.2024 Протокол зустрічі LuxSite.docx
1AbmoHOFX2jLu4tg3m1gxVrXbH3xfjImyBPqSfoMd-PU	3337	5	road-style	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) 29.07.docx
1rsgz_9YmfwtSD2FaEPaN1LU_a13adAaJg6VZ_yknGYk	3320	5	road-style	Збір вимог	0	Копія "Протокол обстеження (проведення інтерв'ю)".docx
1vKKI8kpeMkYae6L56HqByC2z6y_Y3VQ6Ch_nBqi4xsY	3308	4	львівські-круасани	Статусна	2025	Протокол Статусної зустрічі 16.09.2025.docx
1hDkjyY4olfFpWQPPbEdquCaseNR7G_9VxqiYmgH3AkI	3293	4	yodezeen	Збір вимог	0	Протокол обстеження Продажі.docx
1n5KNkq2s2LhQqJpTHLJxp7o1lTaN4DqqunE4asibykk	3254	5	тов-стар-світ-юа-логістика	Статусна	2023	Статусна зустіч 2023-11-02 Протокол .docx
1cx2cURQpTilo2qkQfJYyBIVqQq9ovK4K4KGe4eowyE4	3253	5	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 08.10.2024.docx
1eHTKlNg6UZYYe2SLZady53ReKtOBvm3Mryv001TsW2Y	3237	5	universalna	Статусна	2024	Протокол статусної 12.08.2024.docx
1m3HFIw38O0pg3zDDJ0AtRfJw572F4sv0Ayjo7etegy0	3229	5	yodezeen	Статусна	0	Протокол статусної зустрічі.docx
